City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
236,Guanica,PR,17.9716,-66.908,81.05,73,80,3.0,broken clouds,2021-10-05 05:48:00
237,Nanortalik,GL,60.1432,-45.2371,37.72,82,2,8.55,clear sky,2021-10-05 05:48:00
238,Playas,EC,-2.6333,-80.3833,69.89,84,90,12.03,overcast clouds,2021-10-05 05:48:01
239,Chokurdakh,RU,70.6333,147.9167,24.58,95,100,12.19,overcast clouds,2021-10-05 05:48:01
240,Tezu,IN,27.9167,96.1667,80.01,76,97,1.23,overcast clouds,2021-10-05 05:48:02
241,Kirakira,SB,-10.4544,161.9205,82.54,76,69,5.55,broken clouds,2021-10-05 05:48:02
242,Namtsy,RU,62.7161,129.6658,35.71,70,86,8.97,overcast clouds,2021-10-05 05:48:02
243,Faanui,PF,-16.4833,-151.75,79.18,70,13,19.69,few clouds,2021-10-05 05:48:03
244,Georgetown,MY,5.4112,100.3354,84.13,83,20,7.0,few clouds,2021-10-05 05:44:37
245,Mar Del Plata,AR,-38.0023,-57.5575,51.13,72,0,1.01,clear sky,2021-10-05 05:43:33
246,Tadine,NC,-21.55,167.8833,75.13,88,72,5.7,broken clouds,2021-10-05 05:48:03
247,Klaksvik,FO,62.2266,-6.589,45.52,87,100,31.21,overcast clouds,2021-10-05 05:48:04
248,Virginia Beach,US,36.8529,-75.978,74.01,89,40,6.91,scattered clouds,2021-10-05 05:43:49
249,Kidal,ML,18.4411,1.4078,85.71,16,89,6.85,overcast clouds,2021-10-05 05:48:04
250,Labrea,BR,-7.2586,-64.7981,73.38,94,85,2.06,heavy intensity rain,2021-10-05 05:48:05
251,Lavrentiya,RU,65.5833,-171.0,36.28,98,100,22.57,moderate rain,2021-10-05 05:48:05
252,Aksu,CN,41.1231,80.2644,57.51,41,12,3.27,few clouds,2021-10-05 05:48:05
253,Bantou,CN,26.2151,117.4893,90.39,34,5,6.89,clear sky,2021-10-05 05:48:06
254,Razdolinsk,RU,58.4211,94.6658,41.23,46,20,2.59,few clouds,2021-10-05 05:48:06
255,Banjar,ID,-8.19,114.9675,80.46,75,78,3.78,broken clouds,2021-10-05 05:48:07
256,Isla Mujeres,MX,21.2311,-86.731,75.16,79,10,9.1,clear sky,2021-10-05 05:48:07
257,Alice Springs,AU,-23.7,133.8833,90.95,12,3,10.36,clear sky,2021-10-05 05:45:44
258,Asau,RO,46.4333,26.4,44.76,73,21,1.95,few clouds,2021-10-05 05:48:07
259,Cumberland,US,35.0502,-78.8664,71.49,94,1,0.0,clear sky,2021-10-05 05:48:08
260,Esperance,AU,-33.8667,121.9,60.64,55,94,16.11,overcast clouds,2021-10-05 05:48:08
261,Sai Buri,TH,6.7013,101.6168,80.31,87,100,10.13,light rain,2021-10-05 05:48:08
262,Waipawa,NZ,-41.4122,175.5153,57.45,94,93,3.6,overcast clouds,2021-10-05 05:48:09
263,Bronnoysund,NO,65.4625,12.1997,55.51,66,40,12.66,scattered clouds,2021-10-05 05:48:09
264,Maralal,KE,1.0968,36.698,68.22,48,87,3.58,overcast clouds,2021-10-05 05:48:10
265,Taree,AU,-31.9,152.4667,75.13,20,40,13.8,scattered clouds,2021-10-05 05:48:10
266,Sedalia,US,38.7045,-93.2283,62.51,75,1,0.0,clear sky,2021-10-05 05:48:10
267,Loukhi,RU,66.0764,33.0381,44.94,84,51,13.82,broken clouds,2021-10-05 05:48:11
268,Mehamn,NO,71.0357,27.8492,53.78,82,99,24.4,overcast clouds,2021-10-05 05:48:11
269,Bubaque,GW,11.2833,-15.8333,82.92,79,73,8.95,broken clouds,2021-10-05 05:48:11
270,Huilong,CN,31.8111,121.655,88.99,62,0,11.7,clear sky,2021-10-05 05:44:28
271,Kiama,AU,-34.6833,150.8667,68.0,41,4,15.99,clear sky,2021-10-05 05:48:12
272,Trairi,BR,-3.2778,-39.2689,79.0,72,89,11.39,overcast clouds,2021-10-05 05:47:36
273,Newport,GB,51.5877,-2.9984,51.85,90,30,17.45,scattered clouds,2021-10-05 05:45:39
274,Qinhuangdao,CN,39.9317,119.5883,61.38,54,100,9.73,overcast clouds,2021-10-05 05:48:12
275,Honiara,SB,-9.4333,159.95,82.08,81,100,2.42,overcast clouds,2021-10-05 05:48:13
276,Sulangan,PH,11.1373,123.7228,82.83,73,100,4.83,light rain,2021-10-05 05:48:13
277,Nanzhang,CN,31.7765,111.8386,60.6,84,100,9.84,overcast clouds,2021-10-05 05:48:14
278,Knysna,ZA,-34.0363,23.0471,52.18,59,1,4.16,clear sky,2021-10-05 05:48:14
279,Tucumcari,US,35.1717,-103.725,62.44,48,1,0.0,clear sky,2021-10-05 05:48:14
280,Cidreira,BR,-30.1811,-50.2056,54.36,70,16,3.87,few clouds,2021-10-05 05:48:15
281,Charters Towers,AU,-20.1,146.2667,96.94,14,58,9.44,broken clouds,2021-10-05 05:48:15
282,Rocha,UY,-34.4833,-54.3333,43.97,80,0,5.97,clear sky,2021-10-05 05:48:16
283,Caetite,BR,-14.0694,-42.475,64.24,67,6,5.21,clear sky,2021-10-05 05:48:16
284,Matara,LK,5.9485,80.5353,84.16,70,83,11.21,broken clouds,2021-10-05 05:48:17
285,Cradock,ZA,-32.1642,25.6192,51.55,65,3,3.69,clear sky,2021-10-05 05:48:17
286,Baruun-Urt,MN,46.6806,113.2792,50.05,30,0,5.95,clear sky,2021-10-05 05:48:17
287,Nemuro,JP,43.3236,145.575,55.83,61,100,8.43,light rain,2021-10-05 05:48:18
288,Murgab,TM,37.4966,61.9714,60.67,36,0,6.91,clear sky,2021-10-05 05:48:18
289,Srednekolymsk,RU,67.45,153.6833,23.94,82,88,7.36,overcast clouds,2021-10-05 05:48:19
290,Pemangkat,ID,1.1667,108.9667,84.99,67,51,12.08,broken clouds,2021-10-05 05:48:19
291,Hami,CN,42.8,93.45,64.38,15,87,5.95,overcast clouds,2021-10-05 05:48:19
292,Bengkulu,ID,-3.8004,102.2655,80.53,82,100,6.11,overcast clouds,2021-10-05 05:48:20
293,Gongzhuling,CN,43.5008,124.8198,62.11,42,72,10.07,broken clouds,2021-10-05 05:48:20
294,Barkot,IN,30.8167,78.2,80.15,48,0,4.25,clear sky,2021-10-05 05:48:20
295,Yanam,IN,16.7333,82.2167,90.0,58,73,8.16,broken clouds,2021-10-05 05:48:21
296,Puli,TW,23.9664,120.9695,92.21,40,0,5.01,clear sky,2021-10-05 05:48:21
297,Dingle,PH,10.9995,122.6711,83.14,81,73,14.43,moderate rain,2021-10-05 05:48:22
298,Fegyvernek,HU,47.2667,20.5333,50.02,52,0,6.53,clear sky,2021-10-05 05:48:22
299,Jurado,CO,7.1053,-77.7641,76.84,92,99,2.06,moderate rain,2021-10-05 05:48:22
300,El Campo,US,29.1966,-96.2697,73.85,63,14,4.05,few clouds,2021-10-05 05:48:23
301,Baherden,TM,38.4362,57.4316,67.03,19,51,7.58,broken clouds,2021-10-05 05:48:23
302,Beberibe,BR,-4.1797,-38.1306,83.16,76,96,12.19,overcast clouds,2021-10-05 05:48:23
303,Dikson,RU,73.5069,80.5464,35.42,99,100,19.15,light rain,2021-10-05 05:48:24
304,Utraula,IN,27.3167,82.4167,87.19,67,6,5.59,clear sky,2021-10-05 05:48:24
305,Boffa,GN,10.1667,-14.0333,72.5,91,99,1.61,overcast clouds,2021-10-05 05:48:25
306,Nikolskoye,RU,59.7035,30.7861,47.88,83,21,12.26,few clouds,2021-10-05 05:48:25
307,Belyy Yar,RU,53.6039,91.3903,46.29,49,0,4.47,clear sky,2021-10-05 05:48:25
308,Moerai,PF,-22.4333,-151.3333,73.89,71,100,21.56,overcast clouds,2021-10-05 05:48:26
309,Sosnogorsk,RU,63.6023,53.8817,39.67,80,99,6.89,overcast clouds,2021-10-05 05:48:26
310,Baft,IR,29.234,56.6057,71.73,22,1,2.42,clear sky,2021-10-05 05:48:27
311,Henties Bay,NA,-22.116,14.2845,53.85,85,0,1.86,clear sky,2021-10-05 05:48:27
312,Kupang,ID,-10.1667,123.5833,83.93,63,41,12.46,scattered clouds,2021-10-05 05:48:27
313,Mayo,US,38.8876,-76.5119,72.21,92,40,0.0,scattered clouds,2021-10-05 05:48:28
314,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.2,81,1,6.91,clear sky,2021-10-05 05:48:28
315,Belmonte,BR,-15.8631,-38.8828,72.1,90,19,8.16,few clouds,2021-10-05 05:48:28
316,Gizo,SB,-8.103,156.8419,84.34,70,71,4.68,light rain,2021-10-05 05:48:29
317,Santa Clara,CU,22.4,-79.9667,74.17,94,0,2.3,clear sky,2021-10-05 05:48:29
318,Ilulissat,GL,69.2167,-51.1,28.42,64,15,4.61,few clouds,2021-10-05 05:48:29
319,Broome,US,42.2506,-75.833,64.83,81,90,1.01,fog,2021-10-05 05:48:30
320,Balakhninskiy,RU,58.0106,114.2769,38.73,67,100,2.53,overcast clouds,2021-10-05 05:48:30
321,Sioux Lookout,CA,50.1001,-91.917,57.58,94,1,5.75,clear sky,2021-10-05 05:48:30
322,Fairlie,GB,55.756,-4.8556,48.0,93,98,7.4,overcast clouds,2021-10-05 05:48:31
323,San-Pedro,CI,4.7485,-6.6363,75.99,91,10,4.74,light rain,2021-10-05 05:48:31
324,Nelson Bay,AU,-32.7167,152.15,73.99,29,41,17.63,scattered clouds,2021-10-05 05:48:32
325,Souillac,MU,-20.5167,57.5167,77.36,83,75,3.44,broken clouds,2021-10-05 05:48:32
326,Conde,BR,-7.2597,-34.9075,72.86,94,20,4.61,few clouds,2021-10-05 05:48:33
327,Morros,BR,-9.4467,-46.3003,83.08,35,96,2.59,overcast clouds,2021-10-05 05:48:33
328,Sokolo,ML,14.7328,-6.1219,81.79,36,65,7.23,broken clouds,2021-10-05 05:48:34
329,Takoradi,GH,4.8845,-1.7554,76.15,91,10,1.79,clear sky,2021-10-05 05:48:34
330,Cascais,PT,38.6979,-9.4215,62.98,75,83,8.99,broken clouds,2021-10-05 05:48:35
331,Gao,ML,16.6362,1.637,88.52,32,59,5.48,broken clouds,2021-10-05 05:48:35
332,Ostrovnoy,RU,68.0531,39.5131,45.59,84,7,30.58,clear sky,2021-10-05 05:48:36
333,Tilichiki,RU,60.4667,166.1,33.89,75,77,23.22,broken clouds,2021-10-05 05:48:36
334,Mandalgovi,MN,45.7625,106.2708,46.94,29,65,16.4,broken clouds,2021-10-05 05:48:37
335,Nuuk,GL,64.1835,-51.7216,36.21,69,10,2.3,clear sky,2021-10-05 05:48:37
336,Tumarbong,PH,10.3766,119.4579,82.06,80,99,12.06,moderate rain,2021-10-05 05:48:38
337,Farafangana,MG,-22.8167,47.8333,76.93,63,12,1.14,few clouds,2021-10-05 05:48:38
338,Snasa,NO,64.2457,12.3778,49.41,86,52,4.79,light rain,2021-10-05 05:48:38
339,Wanning,CN,18.8003,110.3967,81.91,87,100,13.18,moderate rain,2021-10-05 05:48:39
340,Wuan,CN,31.6836,112.0044,61.34,78,100,15.68,overcast clouds,2021-10-05 05:48:39
341,Dunedin,NZ,-45.8742,170.5036,55.8,90,94,20.0,light rain,2021-10-05 05:48:40
342,Haileybury,CA,47.449,-79.6373,50.58,83,0,1.48,clear sky,2021-10-05 05:48:40
343,Sobolevo,RU,54.4299,31.8996,41.58,81,0,10.25,clear sky,2021-10-05 05:48:40
344,Mayumba,GA,-3.432,10.6554,76.24,86,100,4.56,overcast clouds,2021-10-05 05:48:41
345,Bandarbeyla,SO,9.4942,50.8122,84.85,65,11,19.89,few clouds,2021-10-05 05:48:41
346,Nara,JP,34.6851,135.8049,85.91,47,33,6.87,scattered clouds,2021-10-05 05:48:41
347,Buraydah,SA,26.326,43.975,81.05,15,4,3.11,clear sky,2021-10-05 05:48:42
348,Freeport,US,40.6576,-73.5832,64.36,83,90,1.01,overcast clouds,2021-10-05 05:45:29
349,Shestakovo,RU,56.4915,103.96,45.91,40,76,3.2,broken clouds,2021-10-05 05:48:42
350,Mbala,ZM,-8.8402,31.3659,72.36,48,31,7.99,scattered clouds,2021-10-05 05:48:43
351,Manicore,BR,-5.8092,-61.3003,75.92,85,100,1.05,overcast clouds,2021-10-05 05:48:43
352,Igunga,TZ,-4.2833,33.8833,79.59,37,100,3.06,overcast clouds,2021-10-05 05:48:44
353,Wawa,NG,9.9022,4.4192,75.16,83,13,3.6,few clouds,2021-10-05 05:48:44
354,Vao,NC,-22.6667,167.4833,71.94,92,17,10.0,few clouds,2021-10-05 05:48:44
355,Nampa,US,43.5407,-116.5635,68.04,55,1,0.0,clear sky,2021-10-05 05:48:45
356,Odweyne,SO,9.4092,45.064,81.07,50,20,15.61,few clouds,2021-10-05 05:48:45
357,Am Timan,TD,11.0297,20.2827,76.68,78,44,1.41,scattered clouds,2021-10-05 05:48:46
358,Broken Hill,AU,-31.95,141.4333,69.51,21,0,4.61,clear sky,2021-10-05 05:48:46
359,Necochea,AR,-38.5473,-58.7368,45.27,70,42,8.41,scattered clouds,2021-10-05 05:48:46
360,La Ronge,CA,55.1001,-105.2842,32.25,80,1,1.14,clear sky,2021-10-05 05:48:47
361,Kapit,MY,2.0167,112.9333,83.66,81,97,3.22,overcast clouds,2021-10-05 05:48:47
362,Palmer,US,42.1584,-72.3287,56.14,84,90,1.01,overcast clouds,2021-10-05 05:48:47
363,Maceio,BR,-9.6658,-35.7353,71.04,100,20,4.61,few clouds,2021-10-05 05:46:07
364,Ugoofaaru,MV,5.6667,73.0,81.52,80,100,23.29,overcast clouds,2021-10-05 05:48:48
365,Luau,AO,-10.7073,22.2247,69.82,77,100,2.04,overcast clouds,2021-10-05 05:48:48
366,Maua,BR,-23.6678,-46.4614,64.36,73,100,5.75,overcast clouds,2021-10-05 05:48:49
367,Luba,GQ,3.4568,8.5547,79.2,84,93,3.04,light rain,2021-10-05 05:48:49
368,Lamar,US,33.6668,-95.5836,64.06,64,1,8.05,clear sky,2021-10-05 05:48:49
369,Yar-Sale,RU,66.8333,70.8333,40.24,87,100,10.74,overcast clouds,2021-10-05 05:48:50
370,Ramsar,IR,36.9226,50.6426,63.84,82,90,13.8,overcast clouds,2021-10-05 05:48:50
371,Dickinson,US,29.4608,-95.0513,77.99,82,20,0.0,few clouds,2021-10-05 05:48:50
372,Maniitsoq,GL,65.4167,-52.9,37.11,70,22,7.45,few clouds,2021-10-05 05:48:51
373,Kargasok,RU,59.0556,80.8572,37.99,63,17,5.32,few clouds,2021-10-05 05:48:51
374,Martil,MA,35.6166,-5.2752,64.47,87,0,6.91,clear sky,2021-10-05 05:48:52
375,Rio De Janeiro,BR,-22.9028,-43.2075,74.91,83,90,8.05,overcast clouds,2021-10-05 05:46:03
376,Simplicio Mendes,BR,-7.8539,-41.9103,75.0,40,84,5.39,broken clouds,2021-10-05 05:48:52
377,Inuvik,CA,68.3499,-133.7218,27.61,93,20,6.91,few clouds,2021-10-05 05:48:53
378,Kaitangata,NZ,-46.2817,169.8464,53.24,87,41,14.09,scattered clouds,2021-10-05 05:48:53
379,Bouna,CI,9.2667,-3.0,72.05,92,36,3.33,scattered clouds,2021-10-05 05:48:53
380,Grand Baie,MU,-20.0182,57.5802,77.45,68,5,1.99,clear sky,2021-10-05 05:48:54
381,Araguaina,BR,-7.1911,-48.2072,76.32,65,75,1.99,broken clouds,2021-10-05 05:48:54
382,Huarmey,PE,-10.0681,-78.1522,63.66,83,99,8.84,overcast clouds,2021-10-05 05:48:54
383,Cururupu,BR,-1.8283,-44.8683,75.4,86,42,4.9,scattered clouds,2021-10-05 05:48:55
384,Kuusamo,FI,65.9667,29.1833,46.44,87,90,14.97,light intensity shower rain,2021-10-05 05:48:55
385,Neiafu,TO,-18.65,-173.9833,75.88,94,90,6.91,moderate rain,2021-10-05 05:48:55
386,Ixtapa,MX,20.7,-105.2,77.38,91,90,2.24,overcast clouds,2021-10-05 05:48:56
387,Huntsville,US,34.7304,-86.5861,70.2,95,90,8.99,overcast clouds,2021-10-05 05:48:56
388,Pochutla,MX,15.7432,-96.4661,75.81,83,79,4.0,broken clouds,2021-10-05 05:48:57
389,Khorixas,NA,-20.3667,14.9667,66.0,17,0,0.49,clear sky,2021-10-05 05:48:57
390,Elliot Lake,CA,46.3834,-82.6331,53.69,87,0,3.96,clear sky,2021-10-05 05:48:57
391,Luorong,CN,24.4058,109.6086,94.12,41,1,0.96,clear sky,2021-10-05 05:48:58
392,Genc,TR,38.7507,40.5603,52.16,58,0,2.3,clear sky,2021-10-05 05:48:58
393,Moroni,KM,-11.7022,43.2551,82.4,61,20,5.75,few clouds,2021-10-05 05:48:58
394,Mozarlandia,BR,-14.7447,-50.5706,80.42,58,49,3.49,scattered clouds,2021-10-05 05:48:59
395,Francisco Beltrao,BR,-26.0811,-53.055,53.67,95,12,4.92,few clouds,2021-10-05 05:48:59
396,Aktau,KZ,43.65,51.2,50.58,57,100,17.9,overcast clouds,2021-10-05 05:49:00
397,Kiunga,PG,-6.1219,141.2906,88.83,58,65,1.57,light rain,2021-10-05 05:49:00
398,Puerto Escondido,MX,15.85,-97.0667,78.96,86,50,4.52,scattered clouds,2021-10-05 05:49:00
399,Carbonear,CA,47.7332,-53.2148,46.11,80,96,19.95,overcast clouds,2021-10-05 05:45:33
400,Sembe,CG,1.6481,14.5806,70.88,97,99,2.15,overcast clouds,2021-10-05 05:49:01
401,Karla,EE,59.3723,24.9275,51.57,78,0,8.05,clear sky,2021-10-05 05:49:01
402,Saldanha,ZA,-33.0117,17.9442,55.45,53,0,9.06,clear sky,2021-10-05 05:49:02
403,Sitka,US,57.0531,-135.33,39.09,81,20,0.0,few clouds,2021-10-05 05:49:02
404,Ankang,CN,32.68,109.0172,66.27,85,100,3.56,overcast clouds,2021-10-05 05:49:02
405,Saint-Augustin,CA,51.226,-58.6502,38.43,78,6,7.4,clear sky,2021-10-05 05:49:03
406,Skibbereen,IE,51.55,-9.2667,46.2,83,0,15.73,clear sky,2021-10-05 05:49:03
407,Lydenburg,ZA,-25.0978,30.4597,63.39,67,51,2.95,broken clouds,2021-10-05 05:49:04
408,Yangjiang,CN,21.85,111.9667,90.95,66,24,12.1,few clouds,2021-10-05 05:49:04
409,Stornoway,GB,58.2093,-6.3865,50.94,93,40,2.3,scattered clouds,2021-10-05 05:49:04
410,Bowen,AU,-20.0167,148.2333,86.22,83,66,8.28,broken clouds,2021-10-05 05:49:05
411,Yuli,NG,9.6989,10.2744,77.94,82,77,1.39,broken clouds,2021-10-05 05:49:05
412,Rosetta,EG,31.4044,30.4164,73.45,62,0,11.79,clear sky,2021-10-05 05:49:06
413,Port Augusta,AU,-32.5,137.7667,75.7,17,0,9.06,clear sky,2021-10-05 05:47:31
414,Mata,PT,40.683,-7.4592,59.94,94,85,5.03,overcast clouds,2021-10-05 05:49:06
415,La Palma,US,33.8464,-118.0467,78.35,83,40,1.01,light rain,2021-10-05 05:49:06
416,Northam,GB,51.0333,-4.2167,53.65,91,47,25.59,light rain,2021-10-05 05:49:07
417,Birjand,IR,32.8663,59.2211,72.07,10,0,6.91,clear sky,2021-10-05 05:49:07
418,Beira,MZ,-19.8436,34.8389,73.49,94,90,5.99,light rain,2021-10-05 05:49:08
419,Matay,EG,28.419,30.7792,70.95,65,0,17.25,clear sky,2021-10-05 05:49:08
420,Shenjiamen,CN,29.9576,122.298,79.18,73,0,9.8,clear sky,2021-10-05 05:49:08
421,Nhulunbuy,AU,-12.2333,136.7667,92.01,43,20,9.22,few clouds,2021-10-05 05:49:09
422,Chingirlau,KZ,51.095,54.0814,41.18,40,0,13.33,clear sky,2021-10-05 05:49:09
423,Laje,BR,-10.1833,-40.9667,67.59,68,5,3.51,clear sky,2021-10-05 05:49:09
424,The Valley,AI,18.217,-63.0578,84.06,69,9,24.65,clear sky,2021-10-05 05:49:10
425,Lauterbach,DE,50.6333,9.4,52.12,96,100,2.1,moderate rain,2021-10-05 05:49:10
426,Lasa,IT,46.6166,10.7002,56.28,97,100,4.92,light rain,2021-10-05 05:49:11
427,Hit,IQ,33.6416,42.8251,79.56,22,0,2.66,clear sky,2021-10-05 05:49:11
428,Luderitz,NA,-26.6481,15.1594,57.74,70,0,2.37,clear sky,2021-10-05 05:49:11
429,Puerto Plata,DO,19.7934,-70.6884,78.15,84,99,7.23,overcast clouds,2021-10-05 05:49:12
430,Palmeira,BR,-25.4294,-50.0064,54.75,98,99,6.15,overcast clouds,2021-10-05 05:49:12
431,Nantucket,US,41.2835,-70.0995,61.14,93,100,21.03,overcast clouds,2021-10-05 05:49:13
432,East Islip,US,40.732,-73.1857,63.0,83,90,3.0,overcast clouds,2021-10-05 05:49:13
433,Pak Phanang,TH,8.3511,100.202,90.07,80,100,10.36,heavy intensity rain,2021-10-05 05:49:13
434,Vredendal,ZA,-31.6683,18.5012,63.03,31,0,12.19,clear sky,2021-10-05 05:47:28
435,Khvoynaya,RU,58.9,34.5333,42.85,79,0,9.19,clear sky,2021-10-05 05:49:14
436,Lashio,MM,22.9333,97.75,84.63,55,38,3.53,scattered clouds,2021-10-05 05:49:14
437,Grindavik,IS,63.8424,-22.4338,39.67,87,75,18.41,broken clouds,2021-10-05 05:49:15
438,Maragogi,BR,-9.0122,-35.2225,73.31,82,52,2.53,broken clouds,2021-10-05 05:49:15
439,Poum,NC,-20.2333,164.0167,76.42,82,4,9.13,clear sky,2021-10-05 05:49:15
440,Tevaitoa,PF,-16.7833,-151.5,78.78,71,6,20.2,clear sky,2021-10-05 05:49:16
441,Senneterre,CA,48.3835,-77.2328,39.42,81,2,1.34,clear sky,2021-10-05 05:49:16
442,Constitucion,CL,-35.3333,-72.4167,49.37,68,8,6.11,clear sky,2021-10-05 05:46:12
443,Avera,US,33.194,-82.5271,71.47,93,99,4.61,overcast clouds,2021-10-05 05:49:17
444,Pedasi,PA,7.5333,-80.0333,78.06,81,58,5.28,broken clouds,2021-10-05 05:49:17
445,Moindou,NC,-21.6924,165.677,82.35,71,4,7.4,clear sky,2021-10-05 05:49:17
446,Sharjah,AE,25.3573,55.4033,95.25,48,0,9.22,clear sky,2021-10-05 05:49:18
447,Hambantota,LK,6.1241,81.1185,79.14,100,40,8.05,light intensity shower rain,2021-10-05 05:49:18
448,Tinogboc,PH,12.0074,121.4122,80.94,85,98,17.74,moderate rain,2021-10-05 05:49:19
449,Ascension,US,30.2169,-90.9001,73.4,95,1,3.44,clear sky,2021-10-05 05:49:19
450,Nazret,ET,8.55,39.2667,66.85,76,97,3.67,light rain,2021-10-05 05:49:19
451,Wabana,CA,47.6332,-52.9481,45.07,86,90,20.71,overcast clouds,2021-10-05 05:49:20
452,Tautira,PF,-17.7333,-149.15,78.82,74,26,19.06,scattered clouds,2021-10-05 05:49:20
453,Bedele,ET,8.456,36.353,60.94,92,91,2.68,light rain,2021-10-05 05:49:21
454,Quatre Cocos,MU,-20.2078,57.7625,77.09,73,6,6.46,clear sky,2021-10-05 05:49:21
455,Usinsk,RU,65.9939,57.5281,40.93,83,100,14.79,overcast clouds,2021-10-05 05:49:22
456,Popondetta,PG,-8.7537,148.2534,81.19,89,100,3.2,overcast clouds,2021-10-05 05:49:22
457,Matagami,CA,49.7502,-77.6328,39.31,100,1,3.44,clear sky,2021-10-05 05:47:34
458,Tanout,NE,14.9709,8.8879,81.64,21,0,10.85,clear sky,2021-10-05 05:49:22
459,Puquio,PE,-14.7,-74.1333,53.67,49,97,2.01,overcast clouds,2021-10-05 05:49:23
460,Pisticci,IT,40.3906,16.5568,69.13,92,4,2.48,clear sky,2021-10-05 05:49:23
461,Salalah,OM,17.0151,54.0924,82.49,83,75,5.75,broken clouds,2021-10-05 05:49:24
462,Muyezerskiy,RU,63.9333,31.65,44.62,84,38,14.5,scattered clouds,2021-10-05 05:49:24
463,Mumford,GH,5.2618,-0.759,76.53,90,20,2.66,light rain,2021-10-05 05:49:24
464,Elban,RU,50.1018,136.5094,50.36,50,32,4.94,scattered clouds,2021-10-05 05:49:25
465,Kununurra,AU,-15.7667,128.7333,105.78,12,8,8.05,clear sky,2021-10-05 05:49:25
466,Hirara,JP,24.8,125.2833,87.66,74,40,17.27,scattered clouds,2021-10-05 05:49:26
467,Marystown,CA,47.1666,-55.1483,46.85,100,81,1.99,broken clouds,2021-10-05 05:49:26
468,Khaga,IN,25.7833,81.1167,92.03,52,45,4.16,scattered clouds,2021-10-05 05:49:26
469,Richards Bay,ZA,-28.783,32.0377,64.44,79,100,4.61,overcast clouds,2021-10-05 05:49:27
470,Coihaique,CL,-45.5752,-72.0662,39.15,60,0,3.44,clear sky,2021-10-05 05:46:14
471,Turbat,PK,26.0023,63.044,90.54,11,32,9.24,scattered clouds,2021-10-05 05:49:27
472,Sinop,TR,41.7711,34.8709,52.23,91,91,3.13,light rain,2021-10-05 05:49:28
473,Rodrigues Alves,BR,-7.738,-72.6509,71.8,93,86,2.28,overcast clouds,2021-10-05 05:49:28
474,Vallenar,CL,-28.5708,-70.7581,57.54,58,0,2.01,clear sky,2021-10-05 05:45:13
475,Leshukonskoye,RU,64.8989,45.7622,43.0,79,7,9.6,clear sky,2021-10-05 05:49:29
